country_iso3,year,country_name,gdp_per_capita_ppp_constant_2021_intl_dollars,gini_index,unemployment_rate_pct
LAC,2020,Latin America & Caribbean (excluding high income),16785.1,,10.2
LAC,2021,Latin America & Caribbean (excluding high income),17874.3,,9.2
LAC,2022,Latin America & Caribbean (excluding high income),18478.3,,6.9
LAC,2023,Latin America & Caribbean (excluding high income),18750.4,,6.1
LAO,2015,Lao PDR,6703.7,,2.0
LAO,2016,Lao PDR,7063.3,,2.6
LAO,2017,Lao PDR,7432.5,,3.3
LAO,2018,Lao PDR,7775.1,38.8,2.9
LAO,2019,Lao PDR,8075.3,,2.5
LAO,2020,Lao PDR,7995.6,,2.3
LAO,2021,Lao PDR,8080.4,,2.1
LAO,2022,Lao PDR,8183.0,,1.2
LAO,2023,Lao PDR,8372.2,,1.2
LBN,2015,Lebanon,14980.0,,9.3
LBN,2016,Lebanon,15572.4,,9.8
LBN,2017,Lebanon,16128.6,,10.3
LBN,2018,Lebanon,16290.1,,10.8
LBN,2019,Lebanon,15659.6,,11.3
LBN,2020,Lebanon,12507.4,,13.3
LBN,2021,Lebanon,11599.8,,12.7
LBN,2022,Lebanon,11474.8,35.5,11.1
LBN,2023,Lebanon,11330.3,,11.0
LBR,2015,Liberia,1714.1,,2.6
LBR,2016,Liberia,1653.3,35.3,3.1
LBR,2017,Liberia,1661.3,,3.1
LBR,2018,Liberia,1648.0,,3.1
LBR,2019,Liberia,1575.8,,3.1
LBR,2020,Liberia,1497.4,,4.1
LBR,2021,Liberia,1539.2,,3.8
LBR,2022,Liberia,1579.0,,3.0
LBR,2023,Liberia,1616.9,,2.9
LBY,2015,Libya,12195.3,,19.7
LBY,2016,Libya,11831.8,,19.6
LBY,2017,Libya,15428.1,,19.1
LBY,2018,Libya,16385.2,,18.9
LBY,2019,Libya,14337.2,,19.1
LBY,2020,Libya,9978.7,,19.7
LBY,2021,Libya,12641.5,,19.8
LBY,2022,Libya,11450.1,,19.2
LBY,2023,Libya,12476.6,,18.7
LCA,2015,St. Lucia,21143.0,43.7,20.8
LCA,2016,St. Lucia,21775.5,,19.9
LCA,2017,St. Lucia,22422.6,,19.1
LCA,2018,St. Lucia,22981.9,,19.3
LCA,2019,St. Lucia,22738.2,,15.6
LCA,2020,St. Lucia,17142.0,,25.2
LCA,2021,St. Lucia,19101.2,,20.5
LCA,2022,St. Lucia,22962.3,,15.9
LCA,2023,St. Lucia,23403.7,,12.1
LCN,2015,Latin America & Caribbean,18763.8,,6.7
LCN,2016,Latin America & Caribbean,18551.8,,7.7
LCN,2017,Latin America & Caribbean,18745.6,,8.0
LCN,2018,Latin America & Caribbean,18894.2,,7.9
LCN,2019,Latin America & Caribbean,18883.0,,8.0
LCN,2020,Latin America & Caribbean,17508.2,,10.2
LCN,2021,Latin America & Caribbean,18694.1,,9.1
LCN,2022,Latin America & Caribbean,19352.2,,6.9
LCN,2023,Latin America & Caribbean,19656.6,,6.2
LDC,2015,Least developed countries: UN classification,3441.7,,4.8
LDC,2016,Least developed countries: UN classification,3522.9,,4.9
LDC,2017,Least developed countries: UN classification,3620.8,,5.0
LDC,2018,Least developed countries: UN classification,3718.5,,4.9
LDC,2019,Least developed countries: UN classification,3825.1,,4.9
LDC,2020,Least developed countries: UN classification,3739.1,,5.6
LDC,2021,Least developed countries: UN classification,3754.3,,5.7
LDC,2022,Least developed countries: UN classification,3853.8,,5.1
LDC,2023,Least developed countries: UN classification,3892.9,,4.7
LIE,2015,Liechtenstein,,,
LIE,2016,Liechtenstein,,,
LIE,2017,Liechtenstein,,,
LIE,2018,Liechtenstein,,,
LIE,2019,Liechtenstein,,,
LIE,2020,Liechtenstein,,,
LIE,2021,Liechtenstein,,,
LIE,2022,Liechtenstein,,,
LIE,2023,Liechtenstein,,,
LKA,2015,Sri Lanka,13329.8,,4.5
LKA,2016,Sri Lanka,13845.6,39.3,4.2
LKA,2017,Sri Lanka,14572.5,,4.0
LKA,2018,Sri Lanka,14759.8,,4.3
LKA,2019,Sri Lanka,14637.4,37.7,4.7
LKA,2020,Sri Lanka,13886.7,,5.4
LKA,2021,Sri Lanka,14316.1,,5.0
LKA,2022,Sri Lanka,13249.1,,4.5
LKA,2023,Sri Lanka,13024.9,,4.5
LMY,2015,Low & middle income,10563.4,,5.9
LMY,2016,Low & middle income,10932.0,,6.0
LMY,2017,Low & middle income,11355.2,,6.0
LMY,2018,Low & middle income,11765.0,,6.0
LMY,2019,Low & middle income,12091.3,,5.8
LMY,2020,Low & middle income,11746.8,,6.7
LMY,2021,Low & middle income,12449.4,,6.2
LMY,2022,Low & middle income,12853.5,,5.5
LMY,2023,Low & middle income,13367.5,,5.0
LSO,2015,Lesotho,2987.0,,16.2
LSO,2016,Lesotho,3057.3,,16.1
LSO,2017,Lesotho,2924.7,44.9,16.4
LSO,2018,Lesotho,2846.4,,16.6
LSO,2019,Lesotho,2773.3,,16.9
LSO,2020,Lesotho,2517.1,,18.4
LSO,2021,Lesotho,2544.8,,18.2
LSO,2022,Lesotho,2577.5,,16.6
LSO,2023,Lesotho,2595.8,,16.3
LTE,2015,Late-demographic dividend,17784.0,,5.1
LTE,2016,Late-demographic dividend,18377.1,,5.3
LTE,2017,Late-demographic dividend,19161.7,,5.3
LTE,2018,Late-demographic dividend,20046.4,,5.1
LTE,2019,Late-demographic dividend,20852.7,,5.2
LTE,2020,Late-demographic dividend,20730.1,,5.9
LTE,2021,Late-demographic dividend,22189.6,,5.5
LTE,2022,Late-demographic dividend,22842.0,,5.2
LTE,2023,Late-demographic dividend,23800.7,,4.8
LTU,2015,Lithuania,35251.3,37.4,9.1
LTU,2016,Lithuania,36618.1,38.4,7.9
LTU,2017,Lithuania,38774.5,37.3,7.1
LTU,2018,Lithuania,41019.8,35.7,6.1
LTU,2019,Lithuania,43062.3,35.3,6.3
LTU,2020,Lithuania,43091.8,36.0,8.5
LTU,2021,Lithuania,45873.5,36.7,7.1
LTU,2022,Lithuania,46651.2,36.6,6.0
LTU,2023,Lithuania,46159.7,36.0,6.8
LUX,2015,Luxembourg,130097.3,32.9,6.8
LUX,2016,Luxembourg,133661.6,31.7,6.7
LUX,2017,Luxembourg,132169.8,34.5,5.5
LUX,2018,Luxembourg,131733.9,35.4,5.6
LUX,2019,Luxembourg,132724.8,34.2,5.6
LUX,2020,Luxembourg,129865.6,33.4,6.8
LUX,2021,Luxembourg,136772.4,32.7,5.6
LUX,2022,Luxembourg,132570.8,34.1,4.6
LUX,2023,Luxembourg,130048.9,33.6,5.2
LVA,2015,Latvia,30599.6,34.2,9.9
LVA,2016,Latvia,31668.5,34.3,9.6
LVA,2017,Latvia,33036.4,35.6,8.7
LVA,2018,Latvia,34729.7,35.1,7.4
LVA,2019,Latvia,35208.2,34.5,6.3
LVA,2020,Latvia,34225.9,35.7,8.1
LVA,2021,Latvia,36912.0,34.3,7.5
LVA,2022,Latvia,37718.7,33.7,6.8
LVA,2023,Latvia,37277.7,34.0,6.5
MAC,2015,"Macao SAR, China",123194.1,,1.8
MAC,2016,"Macao SAR, China",120530.1,,1.9
MAC,2017,"Macao SAR, China",133322.6,,2.0
MAC,2018,"Macao SAR, China",139541.2,,1.8
MAC,2019,"Macao SAR, China",133453.9,,1.7
MAC,2020,"Macao SAR, China",59662.5,,2.5
MAC,2021,"Macao SAR, China",73374.4,,2.2
MAC,2022,"Macao SAR, China",59921.4,,2.4
MAC,2023,"Macao SAR, China",104815.2,,2.2
MAF,2015,St. Martin (French part),,,
MAF,2016,St. Martin (French part),,,
MAF,2017,St. Martin (French part),,,
MAF,2018,St. Martin (French part),,,
MAF,2019,St. Martin (French part),,,
MAF,2020,St. Martin (French part),,,
MAF,2021,St. Martin (French part),,,
MAF,2022,St. Martin (French part),,,
MAF,2023,St. Martin (French part),,,
MAR,2015,Morocco,8198.8,,9.5
MAR,2016,Morocco,8141.9,,9.3
MAR,2017,Morocco,8450.0,,9.2
MAR,2018,Morocco,8611.8,,9.3
MAR,2019,Morocco,8768.2,,9.2
MAR,2020,Morocco,8054.6,,11.2
MAR,2021,Morocco,8623.3,,10.6
MAR,2022,Morocco,8690.4,,9.4
MAR,2023,Morocco,8915.4,,8.9
MCO,2015,Monaco,,,
MCO,2016,Monaco,,,
MCO,2017,Monaco,,,
MCO,2018,Monaco,,,
MCO,2019,Monaco,,,
MCO,2020,Monaco,,,
MCO,2021,Monaco,,,
MCO,2022,Monaco,,,
MCO,2023,Monaco,,,
MDA,2015,Moldova,11691.1,27.0,1.8
MDA,2016,Moldova,12377.4,26.3,1.6
MDA,2017,Moldova,13118.8,25.9,1.6
MDA,2018,Moldova,13895.5,25.7,1.2
MDA,2019,Moldova,14621.2,26.0,1.5
MDA,2020,Moldova,13559.3,25.0,1.2
MDA,2021,Moldova,15682.1,25.7,0.8
MDA,2022,Moldova,15358.0,25.9,0.9
MDA,2023,Moldova,15990.5,26.8,1.6
MDG,2015,Madagascar,1627.6,,1.8
MDG,2016,Madagascar,1648.9,,1.9
MDG,2017,Madagascar,1669.7,,2.1
MDG,2018,Madagascar,1678.8,,2.3
MDG,2019,Madagascar,1707.8,,2.5
MDG,2020,Madagascar,1545.7,,3.3
MDG,2021,Madagascar,1577.4,36.8,3.5
MDG,2022,Madagascar,1602.7,,3.2
MDG,2023,Madagascar,1629.5,,3.0
MDV,2015,Maldives,18829.4,,6.6
MDV,2016,Maldives,19345.2,31.3,5.8
MDV,2017,Maldives,20036.7,,5.4
MDV,2018,Maldives,21072.6,,5.0
MDV,2019,Maldives,21855.5,29.3,4.6
MDV,2020,Maldives,14243.0,,5.4
MDV,2021,Maldives,19052.6,,5.0
MDV,2022,Maldives,21357.8,,4.3
MDV,2023,Maldives,22333.0,,4.0
MEA,2015,"Middle East, North Africa, Afghanistan & Pakistan",13259.9,,8.4
MEA,2016,"Middle East, North Africa, Afghanistan & Pakistan",13645.8,,8.1
MEA,2017,"Middle East, North Africa, Afghanistan & Pakistan",13723.8,,8.5
MEA,2018,"Middle East, North Africa, Afghanistan & Pakistan",13842.6,,8.5
MEA,2019,"Middle East, North Africa, Afghanistan & Pakistan",13860.9,,8.3
MEA,2020,"Middle East, North Africa, Afghanistan & Pakistan",13244.1,,9.1
MEA,2021,"Middle East, North Africa, Afghanistan & Pakistan",13650.5,,9.0
MEA,2022,"Middle East, North Africa, Afghanistan & Pakistan",14243.9,,8.2
MEA,2023,"Middle East, North Africa, Afghanistan & Pakistan",14296.3,,7.8
MEX,2015,Mexico,21408.9,,4.3
MEX,2016,Mexico,21578.3,46.9,3.9
MEX,2017,Mexico,21777.5,,3.4
MEX,2018,Mexico,21997.8,46.0,3.3
MEX,2019,Mexico,21704.2,,3.5
MEX,2020,Mexico,19728.5,44.6,4.4
MEX,2021,Mexico,20782.6,,4.0
MEX,2022,Mexico,21391.9,43.5,3.3
MEX,2023,Mexico,21917.2,,2.8
MHL,2015,Marshall Islands,4670.1,,
MHL,2016,Marshall Islands,4896.5,,
MHL,2017,Marshall Islands,5199.3,,
MHL,2018,Marshall Islands,5635.3,,
MHL,2019,Marshall Islands,6405.1,35.5,
MHL,2020,Marshall Islands,6417.2,,
MHL,2021,Marshall Islands,6768.0,,
MHL,2022,Marshall Islands,6936.9,,
MHL,2023,Marshall Islands,6801.6,,
MIC,2015,Middle income,11304.4,,5.9
MIC,2016,Middle income,11717.4,,6.0
MIC,2017,Middle income,12191.1,,6.1
MIC,2018,Middle income,12652.6,,6.0
MIC,2019,Middle income,13026.2,,5.9
MIC,2020,Middle income,12674.2,,6.7
MIC,2021,Middle income,13466.5,,6.2
MIC,2022,Middle income,13929.3,,5.4
MIC,2023,Middle income,14521.7,,5.0
MKD,2015,North Macedonia,19215.2,35.6,26.4
MKD,2016,North Macedonia,19825.9,34.5,24.3
MKD,2017,North Macedonia,20121.1,34.2,22.9
MKD,2018,North Macedonia,20806.0,33.0,21.2
MKD,2019,North Macedonia,21767.0,33.5,17.4
MKD,2020,North Macedonia,20971.5,,16.6
MKD,2021,North Macedonia,22144.3,,15.8
MKD,2022,North Macedonia,22822.3,,14.5
MKD,2023,North Macedonia,23455.3,,13.2
MLI,2015,Mali,2686.6,,1.4
MLI,2016,Mali,2759.1,,1.4
MLI,2017,Mali,2816.2,,1.5
MLI,2018,Mali,2862.4,36.0,1.6
MLI,2019,Mali,2916.2,,3.3
MLI,2020,Mali,2796.4,,3.5
MLI,2021,Mali,2796.2,35.7,4.0
MLI,2022,Mali,2813.8,,2.4
MLI,2023,Mali,2860.4,,2.9
MLT,2015,Malta,46170.2,29.4,5.4
MLT,2016,Malta,46965.6,29.1,4.7
MLT,2017,Malta,51626.3,29.2,4.0
MLT,2018,Malta,53417.0,28.7,4.0
MLT,2019,Malta,53391.4,31.0,4.1
MLT,2020,Malta,50387.8,31.4,4.9
MLT,2021,Malta,56852.3,31.6,3.8
MLT,2022,Malta,56842.0,34.6,3.5
MLT,2023,Malta,60418.4,31.8,3.5
MMR,2015,Myanmar,5313.9,38.1,0.8
MMR,2016,Myanmar,5581.0,,1.1
MMR,2017,Myanmar,5877.9,30.7,1.4
MMR,2018,Myanmar,6201.3,,0.8
MMR,2019,Myanmar,6563.0,,0.4
MMR,2020,Myanmar,5926.8,,1.5
MMR,2021,Myanmar,5178.4,,4.3
MMR,2022,Myanmar,5350.5,,3.1
MMR,2023,Myanmar,5364.1,,3.0
MNA,2015,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",9021.5,,9.1
MNA,2016,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",9395.5,,8.8
MNA,2017,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",9541.2,,9.3
MNA,2018,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",9593.5,,9.3
MNA,2019,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",9605.5,,9.1
MNA,2020,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",9289.5,,9.8
MNA,2021,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",9497.3,,9.7
MNA,2022,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",9771.3,,8.9
MNA,2023,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",9881.8,,8.6
MNE,2015,Montenegro,21131.9,39.0,17.6
MNE,2016,Montenegro,21834.2,38.5,17.7
MNE,2017,Montenegro,22513.9,36.9,16.1
MNE,2018,Montenegro,23562.3,36.8,15.2
MNE,2019,Montenegro,24585.2,35.7,15.1
MNE,2020,Montenegro,20904.7,35.4,17.9
MNE,2021,Montenegro,23690.1,34.3,16.5
MNE,2022,Montenegro,25583.4,,14.9
MNE,2023,Montenegro,27243.5,,13.1
MNG,2015,Mongolia,13974.6,,4.9
MNG,2016,Mongolia,13898.1,32.3,7.2
MNG,2017,Mongolia,14401.5,,6.4
MNG,2018,Mongolia,15230.2,32.7,5.4
MNG,2019,Mongolia,15790.7,,9.0
MNG,2020,Mongolia,14801.3,,6.4
MNG,2021,Mongolia,14792.3,,7.9
MNG,2022,Mongolia,15310.4,31.4,6.0
MNG,2023,Mongolia,16222.9,,5.2
MNP,2015,Northern Mariana Islands,,,
MNP,2016,Northern Mariana Islands,,,
MNP,2017,Northern Mariana Islands,,,
MNP,2018,Northern Mariana Islands,,,
MNP,2019,Northern Mariana Islands,,,
MNP,2020,Northern Mariana Islands,,,
MNP,2021,Northern Mariana Islands,,,
MNP,2022,Northern Mariana Islands,,,
MNP,2023,Northern Mariana Islands,,,
MOZ,2015,Mozambique,1512.6,,3.4
MOZ,2016,Mozambique,1537.9,,3.6
MOZ,2017,Mozambique,1532.0,,3.9
MOZ,2018,Mozambique,1538.8,,4.2
MOZ,2019,Mozambique,1528.9,50.7,4.5
MOZ,2020,Mozambique,1466.1,,5.0
MOZ,2021,Mozambique,1457.2,,5.4
MOZ,2022,Mozambique,1476.7,49.6,6.8
MOZ,2023,Mozambique,1512.3,,6.7
MRT,2015,Mauritania,5969.5,,10.1
MRT,2016,Mauritania,5866.3,,10.3
MRT,2017,Mauritania,6050.6,,10.3
MRT,2018,Mauritania,6153.6,,10.4
MRT,2019,Mauritania,6162.2,32.0,10.4
MRT,2020,Mauritania,5963.2,,11.1
MRT,2021,Mauritania,5836.6,,11.1
MRT,2022,Mauritania,6053.3,,10.5
MRT,2023,Mauritania,6276.5,,10.4
MUS,2015,Mauritius,22603.1,,7.4
MUS,2016,Mauritius,23460.0,,6.8
MUS,2017,Mauritius,24361.9,36.8,6.8
MUS,2018,Mauritius,25324.2,,6.4
MUS,2019,Mauritius,26048.0,,6.3
MUS,2020,Mauritius,22258.4,,8.6
MUS,2021,Mauritius,23010.2,,7.7
MUS,2022,Mauritius,25086.0,,6.3
MUS,2023,Mauritius,26635.0,,5.6
MWI,2015,Malawi,1597.7,,5.0
MWI,2016,Malawi,1593.6,44.7,5.0
MWI,2017,Malawi,1613.1,,5.0
MWI,2018,Malawi,1638.9,,5.0
MWI,2019,Malawi,1687.3,38.5,5.0
MWI,2020,Malawi,1656.4,,5.7
MWI,2021,Malawi,1687.6,,5.7
MWI,2022,Malawi,1660.0,,5.0
MWI,2023,Malawi,1649.3,,5.0
MYS,2015,Malaysia,27699.6,41.1,3.1
MYS,2016,Malaysia,28425.4,,3.4
MYS,2017,Malaysia,29551.5,,3.4
MYS,2018,Malaysia,30460.0,41.2,3.3
MYS,2019,Malaysia,31300.5,,3.3
MYS,2020,Malaysia,29200.5,,4.5
MYS,2021,Malaysia,29822.8,40.7,4.6
MYS,2022,Malaysia,32129.2,,3.9
MYS,2023,Malaysia,32857.7,,3.9
NAC,2015,North America,63496.2,,5.5
NAC,2016,North America,64080.0,,5.1
NAC,2017,North America,65200.7,,4.6
NAC,2018,North America,66672.0,,4.1
NAC,2019,North America,67938.4,,3.9
NAC,2020,North America,65982.8,,8.2
NAC,2021,North America,69833.5,,5.6
NAC,2022,North America,71185.0,,3.8
NAC,2023,North America,72394.1,,3.8
NAM,2015,Namibia,12166.6,59.1,20.8
NAM,2016,Namibia,11846.8,,23.4
NAM,2017,Namibia,11408.7,,21.7
NAM,2018,Namibia,11214.4,,19.9
NAM,2019,Namibia,10813.3,,19.9
NAM,2020,Namibia,9652.2,,21.0
NAM,2021,Namibia,9709.1,,20.9
NAM,2022,Namibia,9953.1,,19.6
NAM,2023,Namibia,10137.7,,19.2
NCL,2015,New Caledonia,,,13.6
NCL,2016,New Caledonia,,,12.7
NCL,2017,New Caledonia,,,11.7
NCL,2018,New Caledonia,,,11.7
NCL,2019,New Caledonia,,,10.9
NCL,2020,New Caledonia,,,13.6
NCL,2021,New Caledonia,,,11.6
NCL,2022,New Caledonia,,,10.7
NCL,2023,New Caledonia,,,10.9
NER,2015,Niger,1471.7,,0.6
NER,2016,Niger,1500.0,,0.6
NER,2017,Niger,1520.0,,0.6
NER,2018,Niger,1574.3,37.3,0.5
NER,2019,Niger,1612.6,,0.5
NER,2020,Niger,1615.7,,0.6
NER,2021,Niger,1585.6,32.9,0.8
NER,2022,Niger,1717.5,,0.4
NER,2023,Niger,1689.6,,0.4
NGA,2015,Nigeria,8892.1,35.9,4.1
NGA,2016,Nigeria,8534.7,,4.5
NGA,2017,Nigeria,8396.8,,4.8
NGA,2018,Nigeria,8362.6,35.1,5.1
NGA,2019,Nigeria,8361.8,,5.2
NGA,2020,Nigeria,7664.2,,5.7
NGA,2021,Nigeria,7588.5,,5.4
NGA,2022,Nigeria,7752.3,33.9,3.8
NGA,2023,Nigeria,7843.8,,3.1
NIC,2015,Nicaragua,6939.0,,4.7
NIC,2016,Nicaragua,7158.8,,3.9
NIC,2017,Nicaragua,7391.2,,3.3
NIC,2018,Nicaragua,7049.0,,5.2
NIC,2019,Nicaragua,6756.6,,5.5
NIC,2020,Nicaragua,6523.4,,6.2
NIC,2021,Nicaragua,7119.2,,6.1
NIC,2022,Nicaragua,7277.8,,5.0
NIC,2023,Nicaragua,7496.5,,4.7
NLD,2015,Netherlands,63081.4,28.2,6.9
NLD,2016,Netherlands,64267.7,28.2,6.0
NLD,2017,Netherlands,65666.0,28.5,4.8
NLD,2018,Netherlands,66758.3,28.1,3.8
NLD,2019,Netherlands,67847.9,29.2,3.4
NLD,2020,Netherlands,64862.2,26.0,3.8
NLD,2021,Netherlands,68573.6,25.7,4.2
NLD,2022,Netherlands,71324.0,,3.5
NLD,2023,Netherlands,70198.9,,3.5
NOR,2015,Norway,85550.3,27.5,4.3
NOR,2016,Norway,85787.6,28.5,4.7
NOR,2017,Norway,87194.1,27.0,4.2
NOR,2018,Norway,87338.5,27.6,3.8
NOR,2019,Norway,87725.7,27.7,3.7
NOR,2020,Norway,86096.1,28.4,4.4
NOR,2021,Norway,88984.1,29.1,4.4
NOR,2022,Norway,91051.1,26.9,3.2
NOR,2023,Norway,90085.4,26.5,3.6
NPL,2015,Nepal,3745.3,,10.6
NPL,2016,Nepal,3743.7,,10.7
NPL,2017,Nepal,4071.7,,10.7
NPL,2018,Nepal,4371.4,,10.6
NPL,2019,Nepal,4607.5,,10.5
NPL,2020,Nepal,4412.5,,13.0
NPL,2021,Nepal,4546.2,,12.2
NPL,2022,Nepal,4763.4,30.0,10.7
NPL,2023,Nepal,4861.2,,10.4
NRU,2015,Nauru,11270.5,,
NRU,2016,Nauru,11529.9,,
NRU,2017,Nauru,10631.9,,
NRU,2018,Nauru,10401.3,,
NRU,2019,Nauru,11183.1,,
NRU,2020,Nauru,11304.6,,
NRU,2021,Nauru,12112.2,,
NRU,2022,Nauru,12363.6,,
NRU,2023,Nauru,12372.5,,
NZL,2015,New Zealand,44963.8,,5.4
NZL,2016,New Zealand,45626.7,,5.1
NZL,2017,New Zealand,46193.3,,4.7
NZL,2018,New Zealand,46947.9,,4.3
NZL,2019,New Zealand,47362.3,,4.1
NZL,2020,New Zealand,46266.4,,4.6
NZL,2021,New Zealand,48248.7,,3.8
NZL,2022,New Zealand,49964.2,,3.3
NZL,2023,New Zealand,49508.3,,3.7
OED,2015,OECD members,47222.4,,6.9
OED,2016,OECD members,47815.4,,6.4
OED,2017,OECD members,48824.2,,5.9
OED,2018,OECD members,49687.0,,5.5
OED,2019,OECD members,50306.7,,5.4
OED,2020,OECD members,48089.3,,7.2
OED,2021,OECD members,50955.6,,6.2
OED,2022,OECD members,52344.7,,5.0
OED,2023,OECD members,52929.4,,4.8
OMN,2015,Oman,39813.8,,3.4
OMN,2016,Oman,39861.0,,3.3
OMN,2017,Oman,38691.1,,2.5
OMN,2018,Oman,38673.6,,1.8
OMN,2019,Oman,38292.4,,2.0
OMN,2020,Oman,37560.6,,2.9
OMN,2021,Oman,38719.5,,1.9
OMN,2022,Oman,39780.2,,3.3
OMN,2023,Oman,37793.6,,3.2
OSS,2015,Other small states,21060.1,,10.0
OSS,2016,Other small states,21602.2,,9.7
OSS,2017,Other small states,22368.4,,9.3
OSS,2018,Other small states,22986.0,,8.8
OSS,2019,Other small states,23747.7,,8.4
OSS,2020,Other small states,22167.1,,10.0
OSS,2021,Other small states,23596.4,,9.5
OSS,2022,Other small states,24126.0,,9.0
OSS,2023,Other small states,24570.8,,8.4
PAK,2015,Pakistan,4645.3,31.3,3.6
PAK,2016,Pakistan,4886.6,,2.3
PAK,2017,Pakistan,5031.6,,3.2
PAK,2018,Pakistan,5255.1,29.6,4.1
PAK,2019,Pakistan,5296.0,,4.8
PAK,2020,Pakistan,5135.0,,6.0
PAK,2021,Pakistan,5367.3,,6.3
PAK,2022,Pakistan,5526.3,,5.3
PAK,2023,Pakistan,5418.8,,5.2
PAN,2015,Panama,29933.2,50.8,4.3
PAN,2016,Panama,30765.2,50.4,4.7
PAN,2017,Panama,31979.8,49.9,5.3
PAN,2018,Panama,32681.4,49.2,5.2
PAN,2019,Panama,33163.7,49.8,6.3
PAN,2020,Panama,26881.8,,14.7
PAN,2021,Panama,30932.8,50.9,10.2
PAN,2022,Panama,33915.2,,8.1
PAN,2023,Panama,35873.0,48.9,6.5
PER,2015,Peru,14542.8,43.4,3.3
PER,2016,Peru,14917.4,43.6,3.7
PER,2017,Peru,15069.5,43.3,3.7
PER,2018,Peru,15386.3,42.4,3.5
PER,2019,Peru,15463.5,41.5,3.4
PER,2020,Peru,13609.6,43.7,7.2
PER,2021,Peru,15280.6,40.1,5.1
PER,2022,Peru,15559.8,40.3,4.3
PER,2023,Peru,15327.6,40.7,4.9
PHL,2015,Philippines,7691.8,44.6,3.1
PHL,2016,Philippines,8131.8,,2.7
PHL,2017,Philippines,8584.1,,2.6
PHL,2018,Philippines,9016.3,42.3,2.3
PHL,2019,Philippines,9452.3,,2.2
PHL,2020,Philippines,8455.2,,2.5
PHL,2021,Philippines,8857.8,40.7,3.4
PHL,2022,Philippines,9457.1,,2.6
PHL,2023,Philippines,9898.5,39.3,2.2
PLW,2015,Palau,20212.0,,
PLW,2016,Palau,20449.1,,
PLW,2017,Palau,19821.1,,
PLW,2018,Palau,19572.3,,
PLW,2019,Palau,19519.0,,
PLW,2020,Palau,18183.7,,
PLW,2021,Palau,15780.6,,
PLW,2022,Palau,16040.9,,
PLW,2023,Palau,16426.0,,
PNG,2015,Papua New Guinea,4154.5,,2.5
PNG,2016,Papua New Guinea,4275.7,,2.5
PNG,2017,Papua New Guinea,4322.2,,2.6
PNG,2018,Papua New Guinea,4211.1,,2.6
PNG,2019,Papua New Guinea,4301.6,,2.7
PNG,2020,Papua New Guinea,4077.6,,2.9
PNG,2021,Papua New Guinea,3976.9,,3.0
PNG,2022,Papua New Guinea,4125.5,,2.7
PNG,2023,Papua New Guinea,4205.8,,2.6
POL,2015,Poland,31700.4,31.8,7.5
POL,2016,Poland,32675.3,31.2,6.1
POL,2017,Poland,34354.6,29.7,4.9
POL,2018,Poland,36500.4,30.2,3.8
POL,2019,Poland,38181.6,28.8,3.3
POL,2020,Poland,37852.8,28.5,3.2
POL,2021,Poland,41059.6,28.5,3.3
POL,2022,Poland,43405.0,28.9,2.8
POL,2023,Poland,43672.8,28.5,2.7
PRE,2015,Pre-demographic dividend,4951.6,,4.9
PRE,2016,Pre-demographic dividend,4929.4,,5.0
PRE,2017,Pre-demographic dividend,4874.7,,5.3
PRE,2018,Pre-demographic dividend,4868.5,,5.3
PRE,2019,Pre-demographic dividend,4888.6,,5.4
PRE,2020,Pre-demographic dividend,4558.1,,5.9
PRE,2021,Pre-demographic dividend,4535.3,,5.8
PRE,2022,Pre-demographic dividend,4625.0,,5.0
PRE,2023,Pre-demographic dividend,4619.1,,4.6
PRI,2015,Puerto Rico (US),41737.6,,12.0
PRI,2016,Puerto Rico (US),41858.3,,11.8
PRI,2017,Puerto Rico (US),41480.0,,10.8
PRI,2018,Puerto Rico (US),41119.3,,9.2
PRI,2019,Puerto Rico (US),41656.3,,8.3
PRI,2020,Puerto Rico (US),40171.4,,8.9
PRI,2021,Puerto Rico (US),40559.5,,7.9
PRI,2022,Puerto Rico (US),42311.0,,6.0
PRI,2023,Puerto Rico (US),42837.9,,5.7
PRK,2015,"Korea, Dem. People's Rep.",,,3.5
PRK,2016,"Korea, Dem. People's Rep.",,,3.6
PRK,2017,"Korea, Dem. People's Rep.",,,3.5
PRK,2018,"Korea, Dem. People's Rep.",,,3.4
PRK,2019,"Korea, Dem. People's Rep.",,,3.4
PRK,2020,"Korea, Dem. People's Rep.",,,3.6
PRK,2021,"Korea, Dem. People's Rep.",,,3.7
PRK,2022,"Korea, Dem. People's Rep.",,,3.5
PRK,2023,"Korea, Dem. People's Rep.",,,3.5
PRT,2015,Portugal,35803.4,35.5,12.4
PRT,2016,Portugal,36636.3,35.2,11.1
PRT,2017,Portugal,37943.1,33.8,8.9
PRT,2018,Portugal,39123.6,33.5,7.0
PRT,2019,Portugal,40188.3,32.8,6.4
PRT,2020,Portugal,36852.2,34.7,6.8
